,group1,group2,weight
2253,1526075,25471951,1
2254,1526075,1349592,6
2255,1526075,22197221,1
2256,1526075,526316,1
2257,1526075,10016242,2
2258,1526075,14566132,1
2259,1526075,47094,6
2260,1526075,15297782,1
2261,22585660,1492619,1
2262,22585660,19728145,1
2263,22585660,24619540,1
2264,22585660,20336043,1
2265,22585660,18955830,2
2266,22585660,24584525,1
2267,22585660,1371991,1
2268,22585660,18506072,1
2269,22585660,1349592,1
2270,22585660,20377949,1
2271,22585660,526316,1
2272,19108156,535553,2
2273,19108156,19194894,1
2274,19108156,19262745,1
2275,19108156,21533726,1
2276,19108156,16954142,1
2277,19108156,1728035,2
2278,19108156,19528743,1
2279,19108156,19997487,2
2280,19108156,18471729,1
2281,19108156,11294262,1
2282,19108156,7700282,1
2283,19108156,22023226,1
2284,19108156,18996036,1
2285,19108156,16607822,2
2286,19108156,7151442,1
2287,19108156,13560402,1
2288,19108156,19266390,2
2289,19108156,22021463,1
2290,19108156,18506072,1
2291,19108156,18779992,1
2292,19108156,21957723,1
2293,19108156,16477792,2
2294,19108156,5618532,1
2295,19108156,18529135,1
2296,19108156,7130232,2
2297,19108156,16487812,3
2298,19108156,19033734,1
2299,19108156,21686664,1
2300,19108156,1776274,3
2301,19108156,11862932,1
2302,19108156,18494105,1
2303,19108156,252576,1
2304,19108156,10016162,1
2305,19108156,18801828,2
2306,19108156,7836842,2
2307,19108156,3376042,1
2308,19108156,17467312,1
2309,19108156,18589616,2
2310,19108156,405938,1
2311,19108156,16447162,1
2312,19108156,9376702,1
2313,19108156,21989057,2
2314,19108156,10178242,2
2315,19108156,14649032,1
2316,19108156,2542802,1
2317,19108156,18616278,2
2318,19108156,1498076,1
2319,19108156,18361585,2
2320,19108156,19094001,1
2321,19108156,10016242,1
2322,19108156,15297782,3
2323,19108156,18556157,1
2324,19108156,19654655,1
2325,19011903,1187715,1
2326,19011903,18562307,1
2327,19011903,10426762,1
2328,19011903,19266390,1
2329,19011903,1371991,1
2330,19011903,16954142,1
2331,19011903,1622500,1
2332,19011903,18425641,1
2333,19011903,20336043,1
2334,19011903,1642477,1
2335,19011903,18955830,1
2336,19011903,22993273,1
2337,528705,19728145,1
2338,528705,18471729,1
2339,528705,18955830,2
2340,528705,7700282,1
2341,528705,339011,1
2342,528705,1665349,1
2343,528705,19266390,1
2344,528705,1371991,1
2345,528705,18286946,1
2346,528705,6190702,1
2347,528705,1473660,1
2348,528705,1187715,5
2349,528705,18549379,1
2350,528705,24803205,1
2351,528705,541319,1
2352,528705,10426762,2
2353,528705,14775182,1
2354,528705,23674770,1
2355,528705,11131552,1
2356,528705,252576,1
2357,528705,20186791,1
2358,528705,5882552,1
2359,528705,18549438,1
2360,528705,1751502,2
2361,528705,4705492,1
2362,528705,1349592,1
2363,528705,22197221,1
2364,528705,1642477,1
2365,528705,16548342,1
2366,528705,18414590,1
2367,1354051,1240194,1
2368,1354051,1187715,1
2369,1354051,16487812,1
2370,1354051,18672773,1
2371,1354051,6335372,1
2372,1354051,14396812,1
2373,1354051,19728145,1
2374,1354051,19713173,1
2375,1354051,1728035,1
2376,1354051,2520612,1
2377,1354051,23112117,1
2378,1354051,18955830,1
2379,1354051,20181560,1
2380,1354051,8540732,1
2381,1354051,1078077,1
2382,1354051,1578685,1
2383,1354051,1457232,1
2384,1354051,18629337,1
2385,1354051,19030621,1
2386,1354051,20348898,1
2387,1354051,15552112,1
2388,1354051,18361585,1
2389,1354051,929402,1
2390,1665349,1187715,2
2391,1665349,19728145,1
2392,1665349,24316830,1
2393,1665349,1451826,2
2394,1665349,18955830,2
2395,1665349,24584525,1
2396,1665349,6284242,1
2397,1665349,4705492,1
2398,1665349,1371991,2
2399,1665349,20129636,1
2400,1665349,1642477,2
2401,1665349,929402,1
2402,1665349,1473660,1
2403,1665349,18414590,1
2404,11626822,541319,1
2405,11626822,1776274,2
2406,11626822,1787157,1
2407,11626822,19416348,1
2408,11626822,1743773,1
2409,11626822,1728035,1
2410,11626822,711599,2
2411,11626822,18471729,1
2412,11626822,18996036,1
2413,11626822,19964997,1
2414,11626822,4268372,1
2415,1431882,2556962,1
2416,1431882,18589616,1
2417,1431882,18955830,1
2418,1431882,1078077,1
2419,1431882,339011,2
2420,1431882,16536012,1
2421,1431882,6284242,1
2422,1431882,18506072,1
2423,1431882,23515107,1
2424,1431882,1763190,1
2425,1431882,929402,9
2426,1431882,1473660,3
2427,24584525,1102353,1
2428,24584525,24619540,2
2429,24584525,18798102,1
2430,24584525,18955830,1
2431,24584525,20181560,1
2432,24584525,1772099,1
2433,24584525,339011,3
2434,24584525,18506072,1
2435,24584525,21933145,1
2436,24584525,1665418,1
2437,24584525,1492619,1
2438,24584525,25648018,1
2439,24584525,19713173,1
2440,24584525,19249559,1
2441,24584525,19847832,1
2442,24584525,24316830,1
2443,24584525,7836842,1
2444,24584525,20336043,1
2445,24584525,1324203,2
2446,24584525,16062152,1
2447,24584525,24675279,2
2448,24584525,4705492,3
2449,24584525,19100119,1
2450,24584525,22197221,1
2451,24584525,20807142,2
2452,24584525,1642477,1
2453,5282132,18798102,2
2454,5282132,21533726,1
2455,5282132,1728035,2
2456,5282132,6641192,1
2457,5282132,11294262,1
2458,5282132,18955830,2
2459,5282132,20181560,1
2460,5282132,18567736,1
2461,5282132,19049542,1
2462,5282132,16607822,1
2463,5282132,13560402,1
2464,5282132,21933145,1
2465,5282132,23053409,1
2466,5282132,18837102,1
2467,5282132,7130232,1
2468,5282132,929402,1
2469,5282132,710272,3
2470,5282132,541319,3
2471,5282132,1776274,1
2472,5282132,18494105,1
2473,5282132,17487002,1
2474,5282132,19687074,1
2475,5282132,7836842,1
2476,5282132,1324203,2
2477,5282132,10178242,2
2478,5282132,16062152,2
2479,5282132,19680459,1
2480,5282132,15297782,1
2481,5282132,2496252,2
2482,5282132,12588802,1
2483,5282132,19728145,2
2484,5282132,8908602,1
2485,5282132,1078077,1
2486,5282132,23353167,1
2487,5282132,18506072,3
2488,5282132,3173762,1
2489,5282132,1187715,2
2490,5282132,1581956,1
2491,5282132,14396812,1
2492,5282132,23674770,2
2493,5282132,13288852,1
2494,5282132,21837219,1
2495,5282132,24850344,2
2496,5282132,18476981,1
2497,5282132,23595967,1
2498,5282132,6284242,1
2499,5282132,18616278,1
2500,5282132,18882523,1
2501,5282132,23515107,1
2502,5282132,22197221,5
2503,5282132,22422502,2
2504,5282132,526316,2
2505,5282132,25587693,2
2506,5282132,10016242,1
2507,5282132,19908083,1
2508,5282132,18256892,1
2509,5282132,18414590,1
2510,5282132,19654655,1
2511,4268372,18996036,1
2512,4268372,1776274,1
2513,4268372,1787157,1
2514,4268372,1743773,1
2515,4268372,1728035,1
2516,4268372,711599,1
2517,4268372,18471729,1
2518,18506072,535553,1
2519,18506072,19528743,4
2520,18506072,22817838,1
2521,18506072,339011,8
2522,18506072,19964997,1
2523,18506072,19049542,1
2524,18506072,1457232,3
2525,18506072,23053409,1
2526,18506072,1473660,1
2527,18506072,1240194,1
2528,18506072,11375762,7
2529,18506072,19713173,39
2530,18506072,25934999,1
2531,18506072,17487002,1
2532,18506072,18801828,1
2533,18506072,7836842,5
2534,18506072,1324203,2
2535,18506072,2542802,3
2536,18506072,4705492,1
2537,18506072,7263452,1
2538,18506072,15297782,1
2539,18506072,18556157,1
2540,18506072,18562307,25
2541,18506072,19416348,1
2542,18506072,20757821,3
2543,18506072,18286946,1
2544,18506072,11625832,3
2545,18506072,1786237,1
2546,18506072,16487812,4
2547,18506072,1665418,1
2548,18506072,19249559,6
2549,18506072,10016162,1
2550,18506072,21837219,2
2551,18506072,20336043,2
2552,18506072,20836828,1
2553,18506072,1622500,1
2554,18506072,20807142,10
2555,18506072,19828207,7
2556,18506072,10016242,6
2557,18506072,1102353,3
2558,18506072,788001,1
2559,18506072,1728035,3
2560,18506072,2520612,3
2561,18506072,24925734,1
2562,18506072,6641192,1
2563,18506072,18955830,29
2564,18506072,11294262,2
2565,18506072,20181560,10
2566,18506072,1772099,2
2567,18506072,16607822,2
2568,18506072,18677333,1
2569,18506072,19030621,1
2570,18506072,16477792,3
2571,18506072,6190702,4
2572,18506072,15552112,1
2573,18506072,1741429,1
2574,18506072,929402,1
2575,18506072,18549379,1
2576,18506072,541319,6
2577,18506072,1492619,2
2578,18506072,1776274,2
2579,18506072,19847832,1
2580,18506072,26040985,1
2581,18506072,18494105,1
2582,18506072,252576,2
2583,18506072,20186791,2
2584,18506072,20041384,1
2585,18506072,19828398,2
2586,18506072,18549438,3
2587,18506072,6707902,1
2588,18506072,10178242,2
2589,18506072,14546632,1
2590,18506072,16062152,2
2591,18506072,18629337,2
2592,18506072,22468329,1
2593,18506072,25681644,1
2594,18506072,19728145,9
2595,18506072,16954142,2
2596,18506072,18425641,3
2597,18506072,19997487,4
2598,18506072,1451826,1
2599,18506072,1697586,1
2600,18506072,8805172,1
2601,18506072,8908602,2
2602,18506072,7700282,1
2603,18506072,18767675,1
2604,18506072,14380872,1
2605,18506072,7151442,2
2606,18506072,19266390,2
2607,18506072,1371991,1
2608,18506072,5618532,1
2609,18506072,19934054,3
2610,18506072,18529135,1
2611,18506072,1763190,3
2612,18506072,1187715,9
2613,18506072,6335372,4
2614,18506072,18923420,1
2615,18506072,20421535,1
2616,18506072,9376702,5
2617,18506072,18180033,3
2618,18506072,16067522,3
2619,18506072,1349592,3
2620,18506072,23515107,1
2621,18506072,22197221,6
2622,18506072,6121452,1
2623,18506072,526316,6
2624,18506072,1642477,1
2625,18506072,22736876,1
2626,18506072,5327862,1
2627,18506072,47094,1
2628,18506072,18414590,1
2629,18506072,19654655,1
2630,23968092,16477792,1
2631,23968092,19997487,1
2632,20377949,1187715,1
2633,20377949,541319,1
2634,20377949,19728145,1
2635,20377949,19713173,1
2636,20377949,20186791,2
2637,20377949,20336043,1
2638,20377949,18476981,1
2639,20377949,18955830,1
2640,20377949,339011,1
2641,20377949,20384452,1
2642,20377949,19049542,1
2643,20377949,1576921,1
2644,20377949,20836828,1
2645,20377949,22197221,1
2646,20377949,19934054,1
2647,20377949,15552112,1
2648,20377949,18361585,1
2649,18286946,18562307,1
2650,18286946,18955830,4
2651,18286946,20757821,1
2652,18286946,1772099,1
2653,18286946,14380872,1
2654,18286946,13560402,1
2655,18286946,1371991,1
2656,18286946,1763190,1
2657,18286946,710272,1
2658,18286946,18517376,1
2659,18286946,1187715,3
2660,18286946,19713173,1
2661,18286946,18923420,1
2662,18286946,252576,1
2663,18286946,20336043,1
2664,18286946,1324203,1
2665,18286946,18589616,1
2666,18286946,18816443,1
2667,18286946,18549438,1
2668,18286946,18660552,1
2669,18286946,4705492,1
2670,18286946,19100119,1
2671,18286946,25397992,1
2672,18286946,19828207,1
2673,18286946,18414590,1
2674,19827046,710272,1
2675,19827046,6335372,1
2676,19827046,19728145,3
2677,19827046,19713173,1
2678,19827046,17487002,2
2679,19827046,11131552,1
2680,19827046,788001,1
2681,19827046,20336043,1
2682,19827046,1324203,1
2683,19827046,18589616,1
2684,19827046,17467312,1
2685,19827046,405938,1
2686,19827046,1360698,1
2687,19827046,1078077,9
2688,19827046,339011,2
2689,19827046,19049542,1
2690,19827046,6284242,3
2691,19827046,1349592,1
2692,19827046,19030621,1
2693,19827046,11625832,1
2694,19827046,526316,1
2695,19827046,6190702,1
2696,19827046,18602480,1
2697,19827046,10016242,1
2698,19827046,11776502,1
2699,19827046,18256892,1
2700,25590123,25996638,1
2701,25590123,25150760,1
2702,25590123,18425641,1
2703,25590123,22736876,1
2704,25590123,16954142,1
2705,16877932,3173762,1
2706,16877932,16487812,3
2707,16877932,1581956,1
2708,16877932,18494105,1
2709,16877932,11625832,3
2710,16877932,7836842,1
2711,16877932,18361585,1
2712,16877932,10016242,1
2713,16877932,16447162,1
2714,22993273,18562307,1
2715,22993273,10426762,2
2716,22993273,1492619,1
2717,22993273,16954142,2
2718,22993273,18425641,3
2719,22993273,23723436,1
2720,22993273,18955830,1
2721,22993273,19964997,1
2722,22993273,4705492,2
2723,22993273,19266390,7
2724,22993273,18616278,1
2725,22993273,1498076,1
2726,22993273,1622500,2
2727,22993273,22736876,2
2728,22993273,18529135,2
2729,22993273,1741429,1
2730,22993273,18256892,1
2731,24553853,1187715,1
2732,24553853,18562307,1
2733,24553853,24803205,1
2734,24553853,19728145,1
2735,24553853,18955830,1
2736,24553853,23984060,2
2737,24553853,1078077,1
2738,24553853,339011,1
2739,24553853,19964997,4
2740,24553853,4705492,1
2741,24553853,19266390,1
2742,24553853,1371991,1
2743,24553853,1622500,1
2744,24553853,6190702,1
2745,24553853,18529135,1
2746,24553853,24693747,1
2747,1786237,1187715,6
2748,1786237,19728145,2
2749,1786237,19713173,1
2750,1786237,18955830,4
2751,1786237,20181560,1
2752,1786237,10000962,1
2753,1786237,339011,1
2754,1786237,6284242,1
2755,1786237,1371991,2
2756,1786237,1576921,1
2757,1786237,22197221,1
2758,1786237,25681644,1
2759,1786237,1642477,3
2760,17820032,10016162,1
2761,21686664,3173762,1
2762,21686664,16487812,1
2763,21686664,1776274,1
2764,21686664,11862932,2
2765,21686664,19262745,1
2766,21686664,18494105,1
2767,21686664,21533726,1
2768,21686664,7836842,1
2769,21686664,17467312,1
2770,21686664,405938,1
2771,21686664,10178242,2
2772,21686664,14649032,1
2773,21686664,16607822,1
2774,21686664,7151442,1
2775,21686664,16477792,1
2776,21686664,18361585,1
2777,21686664,15297782,1
2778,21686664,7130232,1
2779,21686664,19654655,1
2780,20586888,6230672,1
2781,20586888,18571126,1
2782,20586888,19266390,1
2783,20586888,19416348,1
2784,10426762,21715712,2
2785,10426762,18562307,1
2786,10426762,19728145,2
2787,10426762,19416348,1
2788,10426762,16954142,1
2789,10426762,18425641,2
2790,10426762,18642226,1
2791,10426762,18955830,7
2792,10426762,339011,1
2793,10426762,14380872,1
2794,10426762,19266390,2
2795,10426762,255854,1
2796,10426762,1187715,1
2797,10426762,1492619,5
2798,10426762,1776274,1
2799,10426762,252576,2
2800,10426762,21338021,1
2801,10426762,20583850,1
2802,10426762,23723436,2
2803,10426762,1029550,1
2804,10426762,23595967,1
2805,10426762,18660552,1
2806,10426762,1751502,6
2807,10426762,18944977,1
2808,10426762,4705492,3
2809,10426762,1576921,1
2810,10426762,1498076,1
2811,10426762,1622500,1
2812,10426762,19443174,2
2813,10426762,526316,1
2814,10426762,19094001,1
2815,10426762,18256892,3
2816,10426762,18556157,1
2817,10426762,18414590,7
2818,1665418,1187715,2
2819,1665418,19728145,5
2820,1665418,19847832,1
2821,1665418,252576,1
2822,1665418,20186791,2
2823,1665418,20336043,1
2824,1665418,18955830,1
2825,1665418,1772099,1
2826,1665418,19964997,1
2827,1665418,19049542,1
2828,1665418,4705492,2
2829,1665418,526316,3
2830,1665418,1642477,1
2831,1665418,47094,1
2832,19249559,18562307,1
2833,19249559,1102353,3
2834,19249559,19728145,1
2835,19249559,191516,1
2836,19249559,2520612,1
2837,19249559,6641192,1
2838,19249559,18955830,1
2839,19249559,20181560,2
2840,19249559,8908602,1
2841,19249559,339011,1
2842,19249559,19934054,1
2843,19249559,11625832,4
2844,19249559,6190702,1
2845,19249559,18529135,1
2846,19249559,1763190,1
2847,19249559,7130232,1
2848,19249559,929402,2
2849,19249559,1473660,1
2850,19249559,1240194,9
2851,19249559,16487812,1
2852,19249559,6335372,1
2853,19249559,1776274,1
2854,19249559,19713173,2
2855,19249559,20421535,1
2856,19249559,21837219,2
2857,19249559,7836842,1
2858,19249559,17467312,1
2859,19249559,405938,1
2860,19249559,18314164,1
2861,19249559,6707902,2
2862,19249559,21989057,1
2863,19249559,10178242,1
2864,19249559,20384452,1
2865,19249559,16062152,1
2866,19249559,18616278,2
2867,19249559,17872862,1
2868,19249559,22197221,2
2869,19249559,22422502,1
2870,19249559,22736876,1
2871,19249559,526316,2
2872,19249559,19828207,1
2873,19249559,18361585,1
2874,19249559,10016242,2
2875,19249559,16548342,1
2876,19249559,11776502,1
2877,19249559,19654655,1
2878,20269464,339011,1
2879,20269464,18556100,1
2880,20269464,22197221,1
2881,20269464,19828207,1
2882,20269464,2542802,1
2883,22485402,15770262,1
2884,22485402,929402,1
2885,19218850,535553,1
2886,19218850,1102353,2
2887,19218850,6641192,1
2888,19218850,22817838,1
2889,19218850,18855476,1
2890,19218850,339011,1
2891,19218850,16607822,1
2892,19218850,13560402,18
2893,19218850,16477792,4
2894,19218850,6190702,1
2895,19218850,1741429,1
2896,19218850,7130232,3
2897,19218850,23398017,1
2898,19218850,7138452,3
2899,19218850,19713173,1
2900,19218850,18494105,5
2901,19218850,20493986,4
2902,19218850,18801828,1
2903,19218850,7836842,4
2904,19218850,6707902,25
2905,19218850,10178242,4
2906,19218850,14546632,5
2907,19218850,16062152,2
2908,19218850,14649032,1
2909,19218850,15297782,6
2910,19218850,12588802,1
2911,19218850,18425641,1
2912,19218850,19997487,1
2913,19218850,1697586,1
2914,19218850,1360698,2
2915,19218850,7151442,1
2916,19218850,19266390,1
2917,19218850,18779992,1
2918,19218850,5618532,3
2919,19218850,11625832,10
2920,19218850,18517376,1
2921,19218850,3173762,1
2922,19218850,1187715,1
2923,19218850,16487812,2
2924,19218850,6335372,1
2925,19218850,19822479,1
2926,19218850,11862932,1
2927,19218850,21837219,3
2928,19218850,18589616,5
2929,19218850,17467312,2
2930,19218850,18314164,7
2931,19218850,9376702,1
2932,19218850,18953664,1
2933,19218850,18616278,2
2934,19218850,23515107,1
2935,19218850,22197221,1
2936,19218850,10016242,4
2937,19218850,18414590,1
2938,19218850,19654655,2
2939,18626981,18517376,1
2940,18626981,339011,1
2941,18626981,17487002,1
2942,18626981,929402,1
2943,25694632,14380872,1
2944,25694632,19266390,1
2945,25694632,19416348,1
2946,25694632,20807142,1
2947,18764206,19728145,1
2948,18764206,19687074,1
2949,18764206,6284242,1
2950,405938,535553,2
2951,405938,12588802,1
2952,405938,19262745,1
2953,405938,21533726,1
2954,405938,1728035,1
2955,405938,1360698,1
2956,405938,16607822,3
2957,405938,23353167,1
2958,405938,13560402,1
2959,405938,7151442,1
2960,405938,16477792,2
2961,405938,11625832,3
2962,405938,15552112,1
2963,405938,7130232,2
2964,405938,929402,1
2965,405938,23398017,1
2966,405938,24906881,1
2967,405938,1187715,2
2968,405938,16487812,5
2969,405938,3173762,1
2970,405938,1240194,1
2971,405938,11862932,5
2972,405938,18494105,1
2973,405938,7836842,2
2974,405938,17467312,15
2975,405938,18589616,1
2976,405938,16447162,1
2977,405938,6707902,2
2978,405938,9376702,3
2979,405938,10178242,3
2980,405938,14546632,2
2981,405938,14649032,1
2982,405938,6284242,1
2983,405938,18616278,1
2984,405938,17872862,1
2985,405938,18361585,7
2986,405938,10016242,1
2987,405938,15297782,2
2988,405938,18556157,1
2989,405938,19654655,1
2990,23112117,23040833,1
2991,23112117,18672773,1
2992,23112117,14396812,2
2993,23112117,20348898,1
2994,23112117,15552112,1
2995,23112117,8540732,1
2996,23112117,1578685,1
2997,9710012,18425641,1
2998,9710012,19908083,1
2999,18977219,10000962,1
3000,18977219,16487812,1
3001,18977219,19964997,2
3002,18977219,1492619,2
3003,18977219,20806988,2
3004,18977219,1751502,1
3005,18977219,1776274,1
3006,18977219,19713173,1
3007,18977219,19266390,1
3008,18977219,22021463,2
3009,18977219,18476981,1
3010,16536012,18562307,1
3011,16536012,19728145,1
3012,16536012,19713173,1
3013,16536012,16954142,2
3014,16536012,252576,1
3015,16536012,22730657,1
3016,16536012,26091301,1
3017,16536012,18955830,1
3018,16536012,8908602,2
3019,16536012,339011,1
3020,16536012,19266390,3
3021,16536012,1622500,1
3022,16536012,18529135,1
3023,16536012,19828207,1
3024,1751502,21715712,9
3025,1751502,18562307,2
3026,1751502,18495240,1
3027,1751502,22422793,1
3028,1751502,19728145,6
3029,1751502,23499806,2
3030,1751502,1728035,1
3031,1751502,2520612,1
3032,1751502,18471729,1
3033,1751502,18955830,1
3034,1751502,7700282,1
3035,1751502,339011,3
3036,1751502,19964997,9
3037,1751502,19266390,6
3038,1751502,1371991,3
3039,1751502,19030621,1
3040,1751502,6190702,7
3041,1751502,18529135,1
3042,1751502,24153712,1
3043,1751502,1741429,3
3044,1751502,1187715,6
3045,1751502,1492619,2
3046,1751502,20182158,1
3047,1751502,19822479,1
3048,1751502,11375762,1
3049,1751502,18414491,2
3050,1751502,20421535,1
3051,1751502,252576,2
3052,1751502,3376042,1
3053,1751502,20336043,1
3054,1751502,23723436,1
3055,1751502,16067522,1
3056,1751502,4705492,9
3057,1751502,20836828,1
3058,1751502,1498076,1
3059,1751502,20124638,1
3060,1751502,22197221,2
3061,1751502,20807142,1
3062,1751502,19443174,1
3063,1751502,18414590,7
3064,20351444,18425641,1
3065,19100119,710272,1
3066,19100119,18517376,1
3067,19100119,1187715,1
3068,19100119,18923420,1
3069,19100119,24850344,1
3070,19100119,1324203,2
3071,19100119,18589616,1
3072,19100119,18955830,1
3073,19100119,10000962,1
3074,19100119,18660552,1
3075,19100119,24675279,1
3076,19100119,13560402,1
3077,19100119,1371991,1
3078,19100119,19030621,1
3079,19100119,25397992,2
3080,19100119,1763190,1
3081,20836828,1187715,2
3082,20836828,19728145,1
3083,20836828,19713173,1
3084,20836828,20421535,1
3085,20836828,18801828,1
3086,20836828,20186791,1
3087,20836828,18955830,1
3088,20836828,16067522,2
3089,20836828,339011,1
3090,20836828,20384452,1
3091,20836828,19049542,1
3092,20836828,13560402,1
3093,20836828,1576921,1
3094,20836828,22197221,2
3095,20836828,19934054,1
3096,20836828,18361585,1
3097,14557662,16477792,1
3098,14557662,10016242,1
3099,14557662,11862932,1
3100,1622500,21715712,2
3101,1622500,18562307,4
3102,1622500,19728145,2
3103,1622500,16954142,1
3104,1622500,18425641,2
3105,1622500,18471729,1
3106,1622500,18955830,2
3107,1622500,8908602,4
3108,1622500,19964997,2
3109,1622500,19266390,4
3110,1622500,6190702,2
3111,1622500,18529135,3
3112,1622500,1741429,2
3113,1622500,929402,1
3114,1622500,1187715,1
3115,1622500,24803205,1
3116,1622500,1776274,1
3117,1622500,19713173,1
3118,1622500,3376042,1
3119,1622500,20336043,1
3120,1622500,4705492,2
3121,1622500,18616278,1
3122,1622500,1349592,1
3123,1622500,1498076,1
3124,1622500,22736876,1
3125,1622500,18414590,2
3126,25448937,339011,1
3127,25448937,2520612,1
3128,24125934,18616278,1
3129,24125934,18494105,1
3130,24125934,22817838,3
3131,24125934,10016242,1
3132,24125934,7130232,1
3133,24125934,1360698,1
3134,18602480,18517376,1
3135,18602480,339011,1
3136,18602480,19728145,2
3137,18602480,6284242,1
3138,18602480,15770262,1
3139,18602480,6190702,1
3140,18602480,1078077,1
3141,19094001,19194894,1
3142,19094001,19728145,2
3143,19094001,18798102,1
3144,19094001,19416348,2
3145,19094001,16954142,5
3146,19094001,2556962,1
3147,19094001,1728035,1
3148,19094001,6641192,1
3149,19094001,18425641,2
3150,19094001,19997487,1
3151,19094001,1697586,1
3152,19094001,11294262,2
3153,19094001,18955830,1
3154,19094001,22023226,1
3155,19094001,7700282,1
3156,19094001,8908602,2
3157,19094001,339011,1
3158,19094001,18996036,1
3159,19094001,19964997,5
3160,19094001,13560402,1
3161,19094001,19266390,6
3162,19094001,22021463,1
3163,19094001,255854,1
3164,19094001,18529135,3
3165,19094001,1741429,2
3166,19094001,7130232,1
3167,19094001,16487812,1
3168,19094001,19033734,1
3169,19094001,541319,1
3170,19094001,1492619,1
3171,19094001,19822479,1
3172,19094001,1776274,3
3173,19094001,18494105,1
3174,19094001,18801828,3
3175,19094001,21338021,1
3176,19094001,3376042,4
3177,19094001,20583850,2
3178,19094001,1324203,2
3179,19094001,18314164,1
3180,19094001,21989057,1
3181,19094001,16062152,2
3182,19094001,22985677,1
3183,19094001,18944977,1
3184,19094001,4705492,3
3185,19094001,18616278,1
3186,19094001,204767,1
3187,19094001,22736876,2
3188,19094001,11776502,1
3189,19094001,18256892,1
3190,19094001,18556157,1
3191,19094001,18414590,1
3192,11776502,19728145,1
3193,11776502,19348756,1
3194,11776502,18798102,3
3195,11776502,191516,2
3196,11776502,788001,11
3197,11776502,6641192,2
3198,11776502,1451826,1
3199,11776502,18955830,1
3200,11776502,1457232,1
3201,11776502,19064659,1
3202,11776502,19266390,1
3203,11776502,19030621,1
3204,11776502,6190702,1
3205,11776502,18529135,1
3206,11776502,710272,4
3207,11776502,1187715,1
3208,11776502,6335372,1
3209,11776502,18256892,2
3210,11776502,18494105,1
3211,11776502,17487002,9
3212,11776502,21338021,1
3213,11776502,1324203,10
3214,11776502,16062152,1
3215,11776502,7699922,1
3216,11776502,6284242,1
3217,11776502,22422502,1
3218,11776502,2496252,1
3219,16548342,19194894,1
3220,16548342,11294262,1
3221,16548342,339011,1
3222,16548342,13560402,1
3223,16548342,11625832,1
3224,16548342,1741429,1
3225,16548342,7130232,1
3226,16548342,1187715,1
3227,16548342,16487812,1
3228,16548342,1776274,1
3229,16548342,21837219,1
3230,16548342,18314164,1
3231,16548342,6707902,1
3232,16548342,10178242,1
3233,16548342,4705492,1
3234,16548342,18616278,1
3235,16548342,1349592,1
3236,16548342,18882523,2
3237,16548342,18573279,1
3238,16548342,10016242,1
3239,16548342,19654655,2
3240,1102353,12588802,1
3241,1102353,18495240,9
3242,1102353,25117452,1
3243,1102353,19728145,2
3244,1102353,2556962,1
3245,1102353,1728035,1
3246,1102353,1697586,1
3247,1102353,11294262,1
3248,1102353,20181560,4
3249,1102353,1360698,1
3250,1102353,1078077,1
3251,1102353,339011,17
3252,1102353,1772099,1
3253,1102353,20806988,1
3254,1102353,13560402,2
3255,1102353,1371991,1
3256,1102353,23053409,1
3257,1102353,11625832,1
3258,1102353,6190702,2
3259,1102353,18529135,1
3260,1102353,15552112,1
3261,1102353,18468466,1
3262,1102353,1741429,1
3263,1102353,929402,11
3264,1102353,1473660,2
3265,1102353,18517376,2
3266,1102353,1240194,3
3267,1102353,1187715,5
3268,1102353,19713173,1
3269,1102353,20421535,1
3270,1102353,20493986,1
3271,1102353,18589616,1
3272,1102353,6707902,2
3273,1102353,16062152,1
3274,1102353,19680459,1
3275,1102353,6284242,1
3276,1102353,18616278,1
3277,1102353,1349592,1
3278,1102353,17872862,1
3279,1102353,22197221,8
3280,1102353,19443174,1
3281,1102353,18361585,1
3282,1102353,15297782,1
3283,1102353,18414590,1
3284,23816722,1187715,1
3285,21262880,18562307,1
3286,21262880,20807142,1
3287,21262880,6335372,1
3288,21262880,526316,1
3289,21262880,1741429,1
3290,25641512,339011,2
3291,25641512,22193397,1
3292,20181560,23499806,1
3293,20181560,2520612,2
3294,20181560,6641192,1
3295,20181560,18955830,7
3296,20181560,3636792,1
3297,20181560,22023226,1
3298,20181560,18567736,1
3299,20181560,339011,10
3300,20181560,1772099,1
3301,20181560,1457232,1
3302,20181560,19030621,2
3303,20181560,6190702,1
3304,20181560,7130232,1
3305,20181560,929402,2
3306,20181560,1473660,1
3307,20181560,1240194,1
3308,20181560,1492619,2
3309,20181560,20182158,1
3310,20181560,19713173,7
3311,20181560,19847832,3
3312,20181560,18494105,1
3313,20181560,252576,1
3314,20181560,7836842,1
3315,20181560,1324203,1
3316,20181560,1307837,1
3317,20181560,6707902,1
3318,20181560,18549438,1
3319,20181560,4705492,3
3320,20181560,25681644,1
3321,20181560,18562307,4
3322,20181560,18495240,2
3323,20181560,22422793,2
3324,20181560,19728145,4
3325,20181560,19416348,1
3326,20181560,1697586,1
3327,20181560,8805172,2
3328,20181560,20806988,1
3329,20181560,19064659,1
3330,20181560,19266390,1
3331,20181560,1371991,5
3332,20181560,25857366,1
3333,20181560,19934054,2
3334,20181560,11625832,1
3335,20181560,18529135,1
3336,20181560,1187715,7
3337,20181560,6335372,1
3338,20181560,21837219,1
3339,20181560,20336043,4
3340,20181560,18476981,1
